Ball of foot m,Bridge m,Heel m,Calf m,Inner shin m,Outer shin m,acc x m,acc y m,acc z m,gyro x m,gyro y m,gyro z m,Ball of foot s,Bridge s,Heel s,Calf s,Inner shin s,Outer shin s,acc x s,acc y s,acc z s,gyro x s,gyro y s,gyro z s
464.02,463.94,481.59,486.59,192.51,240.43,219.42,93.795,-41.347,2683.9,1267.2,-677.05,508.76,491.87,501.83,423.27,92.377,337.81,237.8,-13.899,-69.307,1602.1,330.56,-253.16
460.45,460.74,479.87,486.58,191.97,240.39,212.26,100.47,-32.88,3089.3,1224,-661.79,508.84,492.14,501.89,422.61,100.9,337.73,234.54,-29.978,-71.704,1772.4,350.02,-328.79
456.95,457.48,478.19,486.55,191.42,240.35,215.56,109.53,-13.091,3387.6,1189.6,-638.35,508.82,492.41,501.94,421.95,109.83,337.57,227.69,-38.771,-77.61,2029.8,393.66,-450.31
453.55,454.21,476.54,486.51,190.86,240.29,232.22,118.61,11.883,3559.6,1192.8,-612.46,508.7,492.67,502,421.29,119.12,337.33,218.4,-37.081,-83.342,2374.4,486.04,-628.1
450.3,450.97,474.91,486.47,190.29,240.22,261.45,124.49,33.586,3606.3,1254.3,-589.07,508.48,492.92,502.06,420.66,128.7,337.01,208.31,-24.039,-85.253,2797.7,647.9,-865.29
447.23,447.81,473.27,486.42,189.71,240.15,298.53,124.3,44.057,3548.3,1382.8,-571.22,508.17,493.16,502.12,420.04,138.54,336.59,199.31,-2.017,-81.358,3281.6,889.93,-1155.1
444.38,444.75,471.61,486.36,189.13,240.06,335.71,117,38.587,3420.9,1573.2,-559.41,507.78,493.38,502.18,419.44,148.56,336.08,193.26,23.548,-72.302,3796.2,1208.3,-1480
441.78,441.86,469.91,486.3,188.55,239.97,363.99,104.54,17.412,3268,1808.8,-551.66,507.31,493.58,502.24,418.86,158.72,335.47,191.58,45.568,-61.253,4301.3,1583.2,-1812.3
439.48,439.15,468.13,486.24,187.96,239.88,375.37,91.905,-14.251,3133.4,2065.2,-544.03,506.76,493.76,502.3,418.32,168.96,334.76,194.93,57.563,-52.764,4748.1,1980.9,-2118.1
437.49,436.67,466.24,486.17,187.38,239.78,365.22,85.5,-47.82,3053.6,2316.3,-531.67,506.15,493.92,502.36,417.81,179.22,333.95,203.04,55.88,-51.05,5085.2,2358.8,-2361.7
435.86,434.43,464.22,486.11,186.81,239.68,333.88,90.592,-74.053,3051.7,2539.2,-509.92,505.49,494.06,502.41,417.33,189.45,333.05,214.62,40.974,-58.394,5265.6,2673,-2511.1
434.59,432.48,462.03,486.05,186.24,239.58,287.12,108.72,-85.924,3134,2718.3,-475.41,504.78,494.17,502.46,416.88,199.6,332.05,227.57,17.232,-74.279,5255.9,2886.3,-2544
433.72,430.82,459.64,485.99,185.68,239.48,234.82,136.47,-80.753,3289.4,2846.1,-426.81,504.03,494.26,502.51,416.47,209.61,330.96,239.45,-8.598,-95.555,5043.4,2973.7,-2450.6
433.25,429.48,457,485.93,185.14,239.38,188.34,166.25,-60.972,3491.1,2921.9,-365.21,503.26,494.32,502.55,416.1,219.45,329.79,248.05,-29.721,-117.47,4641,2926.9,-2236.2
433.19,428.46,454.08,485.87,184.61,239.29,157.27,188.89,-33.373,3701,2949,-294.07,502.47,494.37,502.59,415.76,229.06,328.54,252.1,-41.479,-135.12,4087.8,2754.6,-1919.4
433.55,427.78,450.85,485.82,184.1,239.21,146.81,196.82,-7.0758,3875.4,2931.1,-218.64,501.68,494.39,502.63,415.46,238.41,327.21,251.7,-42.617,-144.89,3444.8,2479.3,-1529.2
434.32,427.43,447.29,485.78,183.61,239.14,156.7,186.75,9.209,3970.8,2870.1,-145.19,500.9,494.39,502.66,415.2,247.45,325.84,248.23,-35.279,-145.29,2786.1,2132.8,-1099.8
435.49,427.42,443.35,485.74,183.15,239.08,182.02,160.61,9.8287,3951,2765.1,-79.965,500.13,494.37,502.68,414.98,256.15,324.41,243.82,-23.836,-137.38,2187.7,1750.6,-665.6
437.06,427.73,439.02,485.7,182.7,239.03,215.58,124.64,-6.0666,3792.5,2613.8,-28.272,499.39,494.34,502.7,414.78,264.48,322.95,240.59,-13.065,-124.35,1715.7,1365.7,-256.07
439.01,428.36,434.28,485.67,182.29,238.99,250.72,86.948,-34.216,3489.5,2415.3,6.2745,498.69,494.3,502.72,414.62,272.41,321.46,239.95,-6.3691,-110.68,1415.9,1005,107.01
441.3,429.29,429.11,485.64,181.89,238.96,283.35,54.804,-66.447,3056.7,2172.5,22.156,498.03,494.24,502.72,414.49,279.89,319.97,242.33,-4.653,-100.88,1307.2,686.43,410.78
443.92,430.52,423.5,485.61,181.53,238.94,312.32,32.586,-93.034,2528.9,1894.4,19.972,497.42,494.17,502.73,414.39,286.92,318.48,247.37,-6.2538,-98.177,1378.7,418.65,650.73
446.84,432.01,417.46,485.59,181.19,238.94,338.04,21.18,-105.57,1957.6,1596.9,2.0951,496.87,494.1,502.73,414.32,293.45,317.02,254.28,-7.9384,-103.53,1592.2,201.68,828.92
450.01,433.75,410.98,485.57,180.87,238.94,360.21,18.879,-99.618,1402.8,1300.1,-27.955,496.38,494.02,502.72,414.27,299.48,315.59,262.08,-6.583,-115.38,1888.7,29.066,951.94
453.41,435.71,404.09,485.56,180.59,238.96,376.09,23.166,-76.283,923.43,1024.8,-66.216,495.96,493.95,502.71,414.25,304.96,314.21,269.77,-0.82649,-130.28,2197.9,-109.77,1029.1
456.99,437.87,396.79,485.54,180.32,238.99,380.59,32.335,-42.245,565.25,786.94,-108.87,495.59,493.87,502.7,414.25,309.9,312.89,276.24,8.0708,-144.18,2449.5,-227.18,1071.7
460.71,440.2,389.12,485.52,180.09,239.02,368.41,46.023,-7.9336,351.43,593.02,-152.48,495.29,493.79,502.68,414.27,314.26,311.65,280.2,16.631,-153.89,2584.7,-335.21,1091.9
464.53,442.68,381.1,485.51,179.87,239.06,337.28,64.463,15.648,277.19,436.77,-193.86,495.04,493.72,502.66,414.31,318.03,310.51,280.32,20.688,-158.16,2565.1,-443.87,1103.4
468.4,445.27,372.78,485.49,179.68,239.11,290.56,87.116,20.512,310.58,299.42,-229.68,494.85,493.66,502.64,414.37,321.2,309.46,275.5,17.332,-157.91,2379.1,-559.78,1119.9
472.28,447.96,364.2,485.47,179.52,239.16,237.57,111.76,4.4298,399.75,153.51,-256.14,494.7,493.59,502.61,414.45,323.76,308.53,265.53,6.3047,-155.69,2043,-685.07,1153.2
476.14,450.71,355.41,485.44,179.38,239.21,191.25,134.71,-28.162,485.2,-30.174,-269.02,494.58,493.54,502.58,414.55,325.68,307.71,251.51,-9.8219,-154.42,1597.2,-817.01,1211.5
479.94,453.5,346.46,485.41,179.26,239.26,163.69,152.04,-67.439,513.86,-274.28,-264.3,494.49,493.49,502.55,414.67,326.98,307.02,235.92,-26.722,-156.09,1098.7,-948.2,1296
483.63,456.3,337.42,485.38,179.18,239.3,161.65,161.08,-101.26,451.59,-587.33,-239.3,494.41,493.44,502.52,414.8,327.63,306.47,222.03,-40.064,-160.8,610.74,-1067.8,1400.5
487.18,459.1,328.33,485.34,179.11,239.34,183.74,161.29,-119.07,290.66,-959.22,-193.87,494.34,493.4,502.49,414.96,327.65,306.05,212.79,-47.076,-166.71,191.32,-1163.6,1511.4
490.57,461.87,319.28,485.29,179.08,239.38,220.8,154.23,-115.28,50.433,-1361.4,-131.32,494.25,493.36,502.46,415.14,327.02,305.77,209.67,-47.265,-170.81,-115.98,-1224.4,1610.4
493.77,464.59,310.31,485.24,179.07,239.41,259.09,142.64,-91.033,-228.7,-1751.4,-58.534,494.14,493.32,502.42,415.34,325.76,305.62,212.08,-42.162,-170.25,-288.67,-1242.8,1679.5
496.75,467.25,301.5,485.18,179.1,239.43,285.32,129.32,-53.497,-496.34,-2082,14.961,494,493.29,502.39,415.56,323.86,305.62,217.59,-34.354,-163.52,-327.56,-1216.4,1704.8
499.49,469.82,292.91,485.12,179.16,239.43,291.26,116.26,-13.131,-704.79,-2310.2,78.727,493.8,493.25,502.36,415.81,321.34,305.75,222.97,-26.334,-150.92,-254.57,-1149,1680
501.99,472.3,284.61,485.05,179.26,239.43,276.27,104.43,20.027,-820.07,-2406.5,123.51,493.55,493.2,502.33,416.08,318.21,306.01,225.33,-19.606,-134.41,-106.83,-1049.2,1608.3
504.23,474.67,276.65,484.98,179.39,239.42,246.79,93.984,39.387,-828.68,-2360.6,143.08,493.22,493.15,502.3,416.37,314.49,306.39,223.16,-14.382,-116.74,71.713,-928.96,1500.8
506.21,476.93,269.1,484.9,179.56,239.39,213.38,84.762,43.112,-739,-2182.6,135.24,492.82,493.09,502.28,416.68,310.19,306.89,216.65,-9.9115,-100.63,239.21,-801.23,1373.7
507.93,479.07,262,484.81,179.77,239.35,186.49,76.696,33.554,-577.74,-1900.9,102.05,492.34,493.02,502.25,417.02,305.33,307.51,207.54,-5.2426,-88.052,363.54,-677.44,1244.5
509.38,481.08,255.42,484.72,180.03,239.3,173.06,70.117,15.571,-382.91,-1556.5,49.292,491.77,492.94,502.23,417.38,299.94,308.23,198.48,-0.0027299,-79.932,427.2,-565.95,1128.3
510.58,482.96,249.4,484.63,180.33,239.24,174.73,65.862,-5.3075,-195.26,-1197,-14.402,491.11,492.84,502.21,417.76,294.05,309.04,192.23,5.2004,-76.18,428.49,-471.57,1035.3
511.54,484.71,243.98,484.54,180.68,239.17,188.33,65.129,-24.224,-50.093,-868.44,-78.632,490.35,492.73,502.19,418.16,287.69,309.93,190.91,8.9869,-75.922,379.27,-396.26,969.66
512.27,486.33,239.2,484.44,181.07,239.1,207.9,68.985,-37.697,28.841,-609.83,-132.48,489.51,492.59,502.17,418.57,280.89,310.9,195.3,9.9587,-77.885,299.89,-340.63,931.07
512.78,487.82,235.09,484.35,181.51,239.01,227.21,77.646,-43.881,32.619,-447.57,-166.06,488.59,492.44,502.15,419,273.68,311.94,204.6,7.65,-80.851,212.56,-305.56,916.15
513.1,489.18,231.67,484.25,182,238.91,241.88,89.877,-42.607,-32.945,-392.43,-172.37,487.58,492.27,502.13,419.43,266.11,313.03,216.53,3.1568,-84.08,134.64,-293.01,921.15
513.24,490.41,228.97,484.16,182.53,238.82,250.27,102.93,-35.283,-150.17,-438.46,-149.16,486.5,492.08,502.12,419.88,258.22,314.17,227.93,-1.0087,-87.554,73.317,-305.65,944.1
513.22,491.52,226.98,484.07,183.1,238.71,253.27,113.27,-24.58,-294.19,-564.1,-100.26,485.37,491.86,502.1,420.33,250.05,315.35,235.71,-1.9531,-91.845,22.95,-345.24,986.01
513.06,492.51,225.72,483.98,183.72,238.61,253.22,117.76,-13.833,-438.08,-735.75,-35.786,484.18,491.63,502.09,420.77,241.64,316.56,237.9,2.0695,-97.584,-34.241,-410.49,1050.8
512.79,493.4,225.18,483.89,184.37,238.51,252.7,114.84,-6.1651,-557.48,-913.32,29.234,482.96,491.37,502.07,421.21,233.04,317.79,234.26,10.439,-104.73,-123.98,-495.3,1143.8
512.42,494.17,225.35,483.81,185.05,238.41,253.62,105.09,-3.5513,-633.96,-1057.2,77.774,481.71,491.09,502.06,421.64,224.3,319.03,226.26,20.06,-112.07,-272.98,-588.42,1269.9
511.99,494.85,226.19,483.73,185.76,238.31,256.87,90.975,-6.1686,-657.47,-1135.9,94.718,480.45,490.79,502.05,422.05,215.47,320.29,216.29,26.655,-117.36,-500.77,-674.83,1429.9
511.5,495.43,227.7,483.66,186.5,238.21,262.36,76.02,-12.336,-628.02,-1132.7,70.902,479.2,490.48,502.03,422.44,206.59,321.55,206.64,26.932,-118.19,-812.28,-738.67,1618.4
510.98,495.92,229.82,483.59,187.25,238.12,269.33,63.842,-19.154,-557.1,-1050,6.3761,477.96,490.15,502.01,422.81,197.71,322.81,198.64,20.551,-113.27,-1193.3,-766.74,1821.8
510.44,496.32,232.52,483.53,188.01,238.04,276.45,57.393,-23.666,-468.3,-911.23,-87.858,476.75,489.8,502,423.15,188.88,324.06,192.59,10.766,-103.27,-1610.3,-751.35,2018.4
509.91,496.65,235.74,483.47,188.77,237.96,281.9,58.461,-24.115,-396.55,-757.8,-190.07,475.59,489.44,501.98,423.45,180.15,325.3,188.35,3.2996,-90.867,-2015.2,-691.92,2181
509.39,496.91,239.43,483.41,189.52,237.89,283.54,67.246,-20.817,-384.82,-642.77,-270.16,474.49,489.06,501.96,423.72,171.56,326.53,186.15,3.9128,-79.79,-2354.2,-594.77,2282.1
508.9,497.11,243.53,483.36,190.27,237.82,279.19,81.907,-16.216,-478.05,-621.38,-294.07,473.45,488.68,501.94,423.95,163.15,327.75,187,15.805,-73.31,-2579,-471.73,2300.8
508.45,497.24,247.96,483.32,190.99,237.77,267.39,98.288,-13.978,-714.45,-739.93,-229.85,472.49,488.29,501.92,424.13,154.98,328.95,192.25,38.044,-73.07,-2657.8,-337.92,2229.1
508.04,497.31,252.65,483.28,191.69,237.72,248.31,110.32,-17.336,-1115.7,-1025.1,-54.616,471.61,487.89,501.9,424.28,147.06,330.13,202.36,65.683,-78.763,-2583.3,-209.31,2076.8
507.69,497.33,257.53,483.24,192.36,237.67,224.59,111.57,-27.292,-1677.6,-1475.8,238.8,470.82,487.5,501.88,424.37,139.45,331.28,215.71,91.429,-88.767,-2376.8,-100.42,1872.6
507.4,497.31,262.52,483.2,192.99,237.64,201.5,97.821,-41.467,-2364.8,-2059.2,636.81,470.13,487.1,501.85,424.43,132.17,332.42,228.11,108.1,-101.26,-2085.1,-22.146,1659.1
507.18,497.24,267.54,483.16,193.57,237.6,185.98,69.909,-54.275,-3109.4,-2713.2,1103.3,469.53,486.7,501.83,424.43,125.25,333.53,233.76,110.8,-115.04,-1772.7,19.765,1485.3
507.01,497.13,272.52,483.13,194.1,237.58,184.52,35.318,-58.622,-3817.1,-3354.1,1582.1,469.03,486.31,501.81,424.4,118.7,334.6,227.56,98.256,-129.55,-1508.2,25.601,1394.9
506.91,496.98,277.39,483.1,194.58,237.55,200.61,7.1102,-48.697,-4380.2,-3889.9,2004.5,468.62,485.92,501.78,424.32,112.57,335.65,207.98,72.908,-144.14,-1350.2,1.4883,1415.4
506.87,496.8,282.07,483.06,195,237.53,232.89,-0.18014,-22.84,-4695.9,-4236.9,2300,468.3,485.54,501.76,424.21,106.84,336.67,178.94,40.334,-157.08,-1333.6,-41.908,1551
506.89,496.58,286.49,483.03,195.36,237.51,275.03,23.47,14.727,-4686.5,-4334.8,2410.1,468.07,485.17,501.73,424.06,101.54,337.64,149.48,8.0676,-165.41,-1461.4,-91.675,1779.5
506.96,496.33,290.6,482.99,195.67,237.49,317.62,78.294,54.273,-4318.5,-4159.6,2301.2,467.91,484.8,501.71,423.88,96.677,338.58,130.84,-15.951,-165.78,-1703.2,-135.45,2057
507.08,496.05,294.34,482.95,195.91,237.47,351.42,152.94,83.238,-3614.7,-3729.4,1973.2,467.83,484.45,501.68,423.67,92.24,339.47,131.74,-25.25,-156.09,-2002.6,-163.99,2326.8
507.24,495.75,297.67,482.9,196.1,237.45,370.47,227.63,90.49,-2656,-3102.5,1462.9,467.8,484.12,501.66,423.44,88.23,340.31,154.07,-16.64,-136.91,-2290.1,-172.95,2532
507.44,495.41,300.55,482.85,196.23,237.42,373.63,281.22,70.657,-1571.8,-2367.9,838.73,467.83,483.79,501.64,423.19,84.637,341.09,191.11,8.6749,-111.87,-2499.4,-163.23,2628.7
507.67,495.05,302.96,482.8,196.31,237.4,363.93,299.19,26.795,-518.45,-1630.2,189.8,467.89,483.48,501.62,422.94,81.448,341.82,229.54,45.269,-86.592,-2584,-139.99,2595.3
507.92,494.66,304.88,482.74,196.35,237.37,346.28,278.75,-29.843,348.74,-991.11,-390.53,467.98,483.18,501.61,422.67,78.644,342.48,254.72,84.948,-66.724,-2527.2,-110.7,2438
508.18,494.24,306.31,482.68,196.34,237.33,324.91,228.96,-83.062,905.3,-532.34,-821.46,468.08,482.9,501.59,422.4,76.204,343.07,256.95,118.86,-55.85,-2346.6,-82.829,2189.4
508.46,493.79,307.25,482.61,196.3,237.29,302,165.93,-116.94,1081.3,-302.83,-1048.8,468.18,482.63,501.58,422.13,74.103,343.58,235.81,139.45,-54.259,-2088.7,-61.938,1901.7
508.74,493.31,307.72,482.54,196.24,237.24,277.88,106,-121.17,873.98,-312.54,-1052.8,468.27,482.37,501.57,421.88,72.312,344.01,200.54,141.82,-59.009,-1817.4,-50.753,1635.8
509.01,492.8,307.74,482.46,196.15,237.19,252.31,59.933,-94.653,345.25,-533.9,-848.89,468.34,482.12,501.56,421.63,70.8,344.36,166.23,124.61,-65.272,-1598.7,-49.32,1448.4
509.28,492.26,307.35,482.38,196.06,237.13,225.95,30.841,-46.13,-393.79,-910.01,-480.68,468.37,481.89,501.56,421.4,69.534,344.62,147.62,90.429,-68.465,-1483.8,-55.993,1380.2
509.53,491.68,306.6,482.29,195.96,237.07,201.19,15.847,8.516,-1208.4,-1367.1,-9.1567,468.36,481.67,501.56,421.18,68.477,344.79,153.25,45.946,-66.34,-1498,-68.732,1447.8
509.77,491.07,305.54,482.2,195.87,237,182.07,10.056,51.352,-1968.5,-1828.4,500.32,468.3,481.46,501.56,420.99,67.594,344.86,182.41,0.95143,-60.133,-1634,-86.1,1640.2
509.98,490.43,304.22,482.11,195.78,236.93,173.19,10.347,68.169,-2572.7,-2226.2,989.36,468.17,481.25,501.57,420.83,66.847,344.83,225.75,-33.823,-54.163,-1855.6,-107.59,1921.6
510.17,489.75,302.71,482.01,195.72,236.85,177.92,17.105,52.85,-2964,-2510.7,1414.1,467.98,481.06,501.58,420.68,66.198,344.71,269.17,-49.966,-53.85,-2106.2,-133.19,2239.7
510.34,489.04,301.08,481.92,195.69,236.77,196.65,33.188,8.8691,-3132.9,-2653.6,1748.4,467.71,480.87,501.59,420.57,65.611,344.49,299.21,-44.781,-62.931,-2323.9,-162.47,2537.2
510.48,488.29,299.41,481.82,195.68,236.68,225.81,60.805,-52.325,-3110.1,-2647.8,1981.7,467.37,480.69,501.61,420.48,65.047,344.18,307.82,-23.383,-81.13,-2455.7,-193.62,2763
510.6,487.5,297.76,481.73,195.72,236.59,258.47,98.074,-115.06,-2951.8,-2504.1,2115.1,466.94,480.52,501.62,420.42,64.473,343.77,294.79,1.8681,-103.54,-2469.2,-222.89,2883.1
510.68,486.68,296.2,481.64,195.79,236.5,286.61,137.38,-163.73,-2721,-2245.2,2154.9,466.44,480.35,501.65,420.38,63.855,343.28,267.23,15.11,-122.22,-2358.7,-244.86,2885.4
510.74,485.82,294.82,481.55,195.91,236.4,304.13,166.9,-186.43,-2471.9,-1899.8,2107.8,465.85,480.19,501.67,420.37,63.162,342.7,236.66,3.0283,-129.49,-2143.4,-253.52,2779.6
510.78,484.94,293.66,481.46,196.08,236.31,309.36,174.87,-177.2,-2238.1,-1498,1978.1,465.19,480.03,501.69,420.38,62.368,342.04,214.93,-39.138,-121.5,-1860.6,-243.86,2592.8
510.8,484.02,292.8,481.38,196.29,236.21,306.05,154.51,-136.88,-2029.8,-1067.6,1768.2,464.45,479.87,501.72,420.42,61.447,341.32,210.49,-104.45,-100.47,-1554.9,-213.49,2360.2
510.79,483.07,292.29,481.31,196.55,236.11,302.16,107.17,-72.53,-1837.8,-632.72,1481.4,463.65,479.73,501.75,420.47,60.381,340.54,226.13,-175.81,-74.291,-1267.2,-163.6,2116
510.77,482.1,292.17,481.24,196.85,236.01,306.87,42.181,4.3461,-1642.8,-214.16,1126.8,462.79,479.58,501.78,420.54,59.153,339.7,258.56,-231.79,-53.535,-1026.7,-98.922,1885
510.73,481.1,292.49,481.19,197.2,235.92,326.5,-26.127,80.355,-1427.1,169.76,723.74,461.87,479.44,501.81,420.63,57.752,338.83,299.7,-254.38,-46.92,-847.49,-26.557,1678.5
510.68,480.09,293.26,481.13,197.59,235.82,361.16,-82.531,142.77,-1185.6,501.81,304.56,460.92,479.31,501.84,420.73,56.172,337.92,339.02,-235.25,-57.354,-728.75,45.862,1493.6
510.62,479.07,294.52,481.09,198.02,235.73,403.59,-114.77,181.57,-931.28,765.27,-86.437,459.93,479.19,501.87,420.85,54.412,336.99,366.36,-178.22,-80.394,-658.86,111.99,1318.2
510.55,478.03,296.27,481.06,198.48,235.64,441.12,-116.2,190.91,-695.52,944.34,-397.64,458.92,479.07,501.9,420.97,52.478,336.06,374.57,-97.206,-105.9,-620.12,168.01,1136.5
510.48,476.99,298.5,481.04,198.97,235.55,460.28,-87.068,169.85,-522.05,1025.8,-578.68,457.91,478.97,501.93,421.1,50.378,335.12,361.38,-10.916,-122.15,-593.45,212.92,936.37
510.41,475.95,301.21,481.02,199.48,235.47,452.17,-34.375,122.61,-456.59,1002,-590.99,456.91,478.87,501.96,421.24,48.128,334.21,330.17,63.418,-120.64,-561.97,247.97,713.88
510.35,474.92,304.37,481.01,200.01,235.39,416.16,29.575,58.035,-534.82,874.01,-418.06,455.93,478.79,501.99,421.39,45.748,333.32,289.11,114.81,-99.515,-513.41,275.6,475.65
510.28,473.9,307.94,481.02,200.55,235.32,360.17,89.848,-11.785,-771.6,655.3,-72.771,454.99,478.73,502.02,421.53,43.262,332.47,249.02,140.32,-64.373,-441.78,298.54,237.72
510.22,472.89,311.89,481.03,201.09,235.24,297.74,132.34,-73.728,-1153.7,373.65,400.33,454.1,478.68,502.04,421.69,40.699,331.67,220.25,143.78,-26.162,-348.25,319.31,21.858
510.17,471.9,316.17,481.04,201.64,235.18,243.12,147.35,-116.45,-1637.7,70.66,929.04,453.27,478.65,502.06,421.85,38.091,330.92,209.86,132.65,2.8312,-241.22,340.37,-149.5
510.13,470.93,320.72,481.07,202.18,235.11,206.86,132.41,-133.13,-2153.3,-202.06,1423.5,452.52,478.64,502.09,422.01,35.472,330.25,219.85,114.75,13.288,-135.22,364.39,-258.41
510.1,470,325.49,481.1,202.7,235.06,193.37,93.195,-123.27,-2612.8,-390.16,1790.7,451.86,478.65,502.11,422.17,32.879,329.66,247.04,95.957,1.8538,-48.374,394.47,-295.39
510.08,469.09,330.4,481.13,203.21,235,200.96,42.03,-92.703,-2924.1,-446.07,1951.1,451.3,478.69,502.12,422.34,30.35,329.15,284.46,79.549,-28.095,1.2074,433.73,-261.55
510.08,468.21,335.4,481.17,203.7,234.95,223.73,-6.1558,-51.737,-3007.5,-338.95,1853.6,450.86,478.75,502.14,422.51,27.923,328.73,323.51,66.717,-67.94,-0.62545,484.31,-168.5
510.08,467.38,340.41,481.22,204.16,234.91,254.11,-38.905,-12.087,-2811.2,-62.741,1487.5,450.54,478.83,502.15,422.69,25.634,328.41,356.22,57.492,-106.82,-60.644,546.18,-36.234
510.09,466.58,345.37,481.26,204.59,234.86,285.07,-50.388,16.252,-2324.8,359.78,886.26,450.35,478.94,502.16,422.87,23.519,328.19,376.84,51.351,-134.98,-176.27,616.1,110.39
510.11,465.83,350.21,481.31,204.99,234.82,311.38,-42.813,27.14,-1586,878.15,124.46,450.3,479.08,502.17,423.05,21.609,328.08,382.72,47.238,-146.43,-335.54,687.54,245.97
510.13,465.13,354.88,481.35,205.36,234.79,329.9,-24.595,19.132,-678.78,1420.9,-693.74,450.4,479.24,502.18,423.24,19.934,328.07,374.51,43.307,-139.98,-518.98,751.54,348.87
510.17,464.47,359.33,481.4,205.69,234.75,339.5,-6.3393,-4.7425,277.36,1906.5,-1451.9,450.63,479.43,502.18,423.44,18.518,328.16,355.86,36.969,-118.63,-703.06,798.65,404.61
510.2,463.86,363.49,481.44,205.98,234.72,340.89,3.4632,-37.816,1146.3,2257.2,-2041.5,451.02,479.65,502.18,423.64,17.381,328.35,332.76,25.564,-87.888,-864.35,821.18,407.93
510.24,463.31,367.34,481.48,206.22,234.69,336.52,1.2678,-71.03,1799,2412,-2380.4,451.55,479.89,502.18,423.84,16.537,328.63,312.25,7.5875,-53.724,-983.68,815.31,362.99
510.28,462.81,370.83,481.52,206.43,234.66,330.13,-10.861,-94.695,2136.7,2337.6,-2427.2,452.22,480.15,502.18,424.05,15.995,329.01,300.77,-16.027,-21.144,-1049.3,782.21,282.03
510.31,462.38,373.94,481.55,206.6,234.63,325.64,-26.44,-100.82,2109.1,2034.2,-2187.8,453.03,480.43,502.17,424.27,15.758,329.47,302.28,-41.163,6.4549,-1058.6,727.92,182.6
510.34,462,376.66,481.58,206.72,234.6,325.22,-36.752,-85.703,1723.2,1535.7,-1712.2,453.97,480.72,502.16,424.49,15.822,330.01,316.87,-60.829,27.158,-1018.1,662.02,84.217
510.37,461.68,378.97,481.61,206.8,234.57,327.46,-33.209,-52,1040.6,903.84,-1085.4,455.03,481.04,502.16,424.71,16.178,330.62,340.44,-66.756,39.951,-941.31,595.39,4.942
510.38,461.43,380.89,481.63,206.85,234.54,326.47,-9.4426,-9.2332,164.43,218.53,-411.08,456.21,481.36,502.15,424.93,16.812,331.28,365.76,-52.072,44.049,-845.78,537.75,-41.527
510.38,461.24,382.42,481.64,206.85,234.51,312.94,37.107,27.95,-779.95,-434.85,206.71,457.49,481.7,502.14,425.16,17.702,331.98,384.62,-14.339,38.534,-748.62,495.62,-47.931
510.37,461.13,383.58,481.65,206.82,234.48,277.22,104.17,43.797,-1667,-977.94,680.19,458.86,482.04,502.12,425.39,18.825,332.72,390.31,42.28,22.601,-662.84,471.13,-14.535
510.35,461.08,384.4,481.66,206.76,234.44,213.77,184.32,26.813,-2390.2,-1350.1,951.05,460.31,482.38,502.11,425.62,20.149,333.49,379.39,107,-3.5165,-594.67,461.91,50.858
510.31,461.1,384.91,481.66,206.66,234.41,125.11,265.57,-25.256,-2875.8,-1515.7,997.39,461.83,482.72,502.1,425.85,21.643,334.26,352.03,165.29,-37.403,-542.89,461.99,133.98
510.25,461.18,385.15,481.65,206.52,234.37,23.571,333.01,-102.83,-3089.4,-1467.6,834.04,463.4,483.06,502.08,426.08,23.27,335.03,311.25,203.9,-73.845,-500.07,463.23,216.27
510.18,461.34,385.18,481.65,206.36,234.32,-70.642,371.67,-185.85,-3034.8,-1225.9,506.72,465.02,483.4,502.06,426.3,24.992,335.79,261.63,216.16,-105.49,-455.32,457.08,277.85
510.09,461.56,385.02,481.63,206.17,234.28,-134.9,370.37,-249.41,-2748.9,-834.18,81.623,466.65,483.72,502.05,426.52,26.769,336.53,208.5,204.8,-124.86,-397.8,436.2,301.09
509.99,461.84,384.75,481.61,205.96,234.23,-151.37,325.69,-272.03,-2292.1,-351.95,-367.44,468.31,484.03,502.03,426.74,28.56,337.24,157.81,180.68,-127.13,-319.97,395.86,274.05
509.88,462.18,384.39,481.59,205.73,234.18,-113.1,244.61,-243.48,-1737.4,153.81,-771.88,469.96,484.33,502.01,426.96,30.326,337.91,116.45,157.82,-112.32,-219.88,334.81,193.19
509.76,462.56,384.02,481.57,205.47,234.12,-26.558,144.01,-168.9,-1160.2,618.08,-1078.9,471.6,484.6,501.99,427.17,32.026,338.53,92.059,146.98,-85.86,-102.1,255.55,64.861
509.63,462.99,383.66,481.54,205.2,234.06,90.413,46.491,-66.966,-627.75,986.22,-1258.2,473.22,484.86,501.97,427.37,33.625,339.09,91.689,151.13,-57.045,22.977,164.03,-95.021
509.49,463.46,383.38,481.52,204.91,234.01,214.25,-26.358,36.823,-191.85,1220.6,-1303.6,474.82,485.1,501.95,427.56,35.086,339.6,119.41,164.9,-35.894,141.18,68.482,-263.05
509.36,463.95,383.21,481.49,204.6,233.95,322.48,-60.674,118.94,116.35,1304.3,-1231,476.37,485.32,501.93,427.75,36.377,340.04,173.86,177.87,-29.798,237.42,-22.242,-412.19
509.22,464.46,383.18,481.46,204.29,233.88,399.19,-53.987,164.83,287.46,1241.8,-1071.7,477.88,485.52,501.91,427.93,37.469,340.42,247.22,179.92,-41.316,298.9,-100.57,-516.8
