Ball of foot m,Bridge m,Heel m,Calf m,Inner shin m,Outer shin m,acc x m,acc y m,acc z m,gyro x m,gyro y m,gyro z m,Ball of foot s,Bridge s,Heel s,Calf s,Inner shin s,Outer shin s,acc x s,acc y s,acc z s,gyro x s,gyro y s,gyro z s
496.1,451.82,380.87,490.9,197.76,251.88,193.24,93.833,2.8452,939.7,-170.5,-676.8,482.93,491.8,502.23,419.57,253.23,348.9,199.71,-42.014,-125.22,1063,-805.67,1382.6
497.06,454.06,373.49,490.7,197.91,251.76,229.31,67.801,-23.634,615.6,-801.29,-523.91,480.51,491.49,502.27,420.05,252.21,348.64,201.52,-11.201,-140.07,-0.39018,-1018.2,1785
498.1,456.43,365.93,490.44,198.22,251.59,261.66,50.191,-54.462,153.76,-1542.1,-263.51,478.04,491.13,502.3,420.59,249.62,348.53,202.44,17.228,-148.56,-1029.2,-1120.4,2094.3
499.21,458.9,358.29,490.13,198.68,251.39,282.67,38.47,-81.077,-467.34,-2372.5,94.911,475.57,490.74,502.34,421.16,245.52,348.58,204.74,33.309,-138.21,-1989.1,-1128.3,2335.5
500.37,461.43,350.67,489.76,199.27,251.15,286.11,29.498,-93.898,-1242.1,-3247.2,530.84,473.13,490.31,502.37,421.76,240.02,348.77,210.03,30.201,-98.481,-2852.4,-1067.9,2540.5
501.56,463.99,343.17,489.33,199.99,250.88,268.77,20.304,-85.428,-2133.5,-4098.3,1014.7,470.76,489.85,502.39,422.39,233.25,349.1,218.24,6.1141,-26.003,-3594.1,-967.35,2737.5
502.77,466.56,335.89,488.85,200.83,250.58,231.46,8.7309,-53.415,-3073.9,-4843.7,1510.7,468.52,489.37,502.41,423.03,225.36,349.55,227.34,-35.022,71.857,-4189.8,-850.06,2943.1
503.99,469.1,328.91,488.33,201.78,250.25,179.03,-6.082,-2.8261,-3972.6,-5400.4,1980.3,466.42,488.87,502.43,423.69,216.52,350.11,233.84,-84.334,177.19,-4615.8,-729.52,3157.1
505.2,471.59,322.33,487.78,202.82,249.89,119.57,-23.386,54.528,-4729.4,-5700.6,2386.1,464.51,488.37,502.44,424.35,206.89,350.77,234.09,-130.21,266.08,-4852.4,-608.15,3361.7
506.38,474.01,316.2,487.18,203.92,249.52,62.645,-40.734,103.1,-5252.3,-5704.6,2695.2,462.81,487.87,502.44,425,196.67,351.51,225.89,-161.54,316.15,-4887.5,-479.88,3525
507.53,476.32,310.61,486.57,205.08,249.13,17.287,-54.258,128.61,-5475.5,-5410.5,2882.9,461.34,487.37,502.45,425.64,186.04,352.32,209.97,-171.06,314.15,-4720.4,-335.49,3609.2
508.64,478.52,305.61,485.93,206.28,248.73,-9.8415,-59.485,123.06,-5374,-4854.1,2934.4,460.12,486.89,502.44,426.27,175.18,353.16,190.35,-157.46,260.51,-4364.3,-168.93,3579.7
509.7,480.59,301.25,485.28,207.5,248.32,-15.53,-52.716,87.718,-4969.3,-4102.8,2846.3,459.16,486.42,502.44,426.88,164.26,354.04,173.31,-125.37,168.94,-3846.9,17.942,3414.3
510.69,482.53,297.59,484.63,208.72,247.91,-0.21822,-32.649,32.834,-4325.8,-3242.6,2627,458.46,485.97,502.43,427.46,153.45,354.93,165.13,-83.029,61.657,-3209.9,213.61,3111.1
511.61,484.31,294.66,483.99,209.92,247.51,32.473,-1.5815,-25.776,-3537.1,-2363.3,2295.4,458.04,485.55,502.41,428.02,142.88,355.81,169.3,-39.066,-37.686,-2506.7,398.73,2690.7
512.46,485.93,292.49,483.35,211.1,247.11,76.588,34.669,-71.845,-2707.5,-1545.1,1879.7,457.88,485.16,502.39,428.56,132.68,356.68,184.69,0.13529,-110.48,-1798.4,550.64,2195.1
513.22,487.39,291.1,482.74,212.22,246.72,124.88,68.487,-93.662,-1931.9,-848.52,1414.6,457.98,484.81,502.37,429.06,122.96,357.52,205.54,31.373,-147.2,-1148,649.07,1680.2
513.9,488.69,290.52,482.15,213.29,246.34,170,93.302,-87.301,-1279.9,-309.51,937.08,458.33,484.49,502.34,429.54,113.79,358.31,223.57,53.999,-148.29,-612.73,681.06,1206.2
514.48,489.83,290.76,481.6,214.29,245.99,205.73,106.27,-57.254,-787.81,60.696,482.6,458.91,484.22,502.31,429.98,105.25,359.06,231.25,68.573,-122.3,-235.66,643.94,825
514.95,490.8,291.81,481.08,215.22,245.66,227.93,109.43,-14.53,-458.33,272.17,81.327,459.71,483.99,502.28,430.41,97.359,359.75,225.03,75.753,-82.349,-37.922,545.8,570.37
515.32,491.62,293.67,480.61,216.06,245.35,235.13,108.89,26.941,-267.43,350.41,-244.81,460.71,483.8,502.25,430.8,90.137,360.37,206.88,75.942,-42.081,-14.26,403.76,451.39
515.57,492.28,296.33,480.2,216.81,245.07,228.41,112.17,54.441,-175.97,329.41,-483.45,461.89,483.66,502.21,431.18,83.577,360.94,183.64,69.638,-12.204,-133.16,240.76,451.76
515.7,492.8,299.78,479.84,217.48,244.83,210.89,125.01,60.056,-142.19,245.12,-631.87,463.22,483.56,502.17,431.53,77.653,361.44,164.32,58.079,1.5487,-342.34,81.622,534.99
515.69,493.17,303.98,479.53,218.05,244.61,186.96,148.69,42.861,-132.03,130,-695.85,464.7,483.52,502.13,431.86,72.323,361.88,156.48,43.696,-1.2184,-578.68,-50.933,653.93
515.55,493.4,308.91,479.29,218.53,244.42,161.44,178.87,9.0727,-125.12,9.4608,-688,466.29,483.52,502.09,432.17,67.53,362.25,163.37,29.971,-16.636,-780.27,-139.82,762.2
515.27,493.51,314.54,479.11,218.93,244.27,138.92,206.71,-30.036,-115.55,-99.602,-625.68,467.97,483.57,502.05,432.46,63.211,362.57,182.87,20.592,-38.538,-897.91,-176.24,824.49
514.83,493.5,320.81,479,219.24,244.16,123.25,221.87,-62.001,-108.09,-188.44,-529,469.74,483.67,502,432.73,59.292,362.84,208.68,18.162,-60.632,-903.38,-161.05,823.19
514.24,493.37,327.68,478.95,219.47,244.07,117.12,216.67,-77.531,-111.71,-254.65,-418.85,471.56,483.82,501.96,432.99,55.699,363.07,233.05,23.033,-78.237,-792.73,-104.59,759.91
513.48,493.14,335.1,478.96,219.63,244.02,121.54,189.56,-73.669,-132.76,-299.49,-315.02,473.42,484.02,501.91,433.22,52.357,363.26,249.71,32.911,-89.144,-584.24,-24.803,652.04
512.55,492.8,342.99,479.03,219.73,244,135.52,146.37,-54.388,-170.06,-325.08,-234.44,475.31,484.26,501.87,433.44,49.198,363.41,255.95,43.605,-93.471,-311.99,56.095,525.57
511.45,492.37,351.31,479.17,219.76,244,156.11,98.586,-28.389,-213.4,-332.07,-189.55,477.22,484.54,501.82,433.63,46.158,363.55,253.14,50.731,-92.831,-16.97,115.92,406.65
510.17,491.85,359.98,479.36,219.75,244.04,178.98,59.209,-5.2082,-245.69,-318.35,-186.97,479.12,484.87,501.77,433.79,43.188,363.66,245.62,51.66,-89.326,262,136.99,314.22
508.7,491.25,368.93,479.6,219.69,244.1,199.53,37.95,8.5142,-247.9,-279.26,-226.76,481.01,485.24,501.73,433.92,40.249,363.76,238.66,46.782,-84.837,495.18,109.85,255.59
507.06,490.56,378.09,479.9,219.6,244.19,214.27,37.913,10.978,-205.12,-209.14,-302.54,482.89,485.65,501.68,434.02,37.321,363.86,236.22,39.463,-80.744,665.58,35.549,225.96
505.24,489.78,387.39,480.23,219.48,244.3,221.9,55.039,4.8491,-111.62,-103.81,-402.58,484.73,486.1,501.64,434.07,34.401,363.95,239.42,34.612,-77.953,768.89,-74.204,211.48
503.25,488.92,396.74,480.6,219.34,244.43,223.6,80.358,-4.8047,26.583,36.916,-511.96,486.54,486.58,501.6,434.08,31.504,364.04,246.29,36.417,-76.985,810.78,-198.99,194.64
501.09,487.98,406.07,481.01,219.18,244.57,222.42,103.83,-13.003,192.56,207.65,-615.31,488.31,487.1,501.55,434.03,28.666,364.13,252.95,46.276,-77.943,802.74,-313.49,160
498.76,486.95,415.31,481.44,219.01,244.73,221.95,118.03,-16.643,362.32,397.31,-699.64,490.03,487.63,501.52,433.92,25.942,364.23,255.54,61.913,-80.414,758.17,-392.36,98.808
496.29,485.82,424.39,481.88,218.83,244.9,224.89,120.27,-15.071,510.71,590.63,-756.52,491.7,488.2,501.48,433.76,23.406,364.32,252.15,78.165,-83.463,689.6,-415.22,10.984
493.68,484.61,433.23,482.34,218.66,245.08,232.15,112.52,-9.6154,617.57,770.86,-783.24,493.31,488.78,501.44,433.52,21.152,364.41,243.69,89.054,-85.914,607.53,-370.69,-95.38
490.94,483.28,441.77,482.8,218.48,245.26,242.76,99.725,-2.6066,672.62,922.87,-782.48,494.86,489.37,501.41,433.21,19.287,364.5,233.36,90.156,-86.885,520.45,-258.53,-206.66
488.1,481.86,449.95,483.26,218.31,245.44,254.39,87.359,3.5772,677.81,1035.8,-761.01,496.34,489.97,501.39,432.82,17.932,364.57,225.08,80.231,-86.307,435.44,-89.697,-307.28
485.18,480.32,457.71,483.71,218.15,245.63,264.25,79.448,7.1524,646.73,1104.9,-727.63,497.76,490.58,501.36,432.35,17.221,364.63,221.56,61.495,-85.1,358.54,115.88,-383.23
482.18,478.66,465,484.14,217.99,245.81,269.89,77.607,7.2303,601.61,1131.7,-691.18,499.1,491.18,501.34,431.8,17.293,364.66,223.04,38.641,-84.849,294.71,333.05,-424.63
479.15,476.87,471.77,484.56,217.83,245.99,269.96,81.209,3.8575,568.88,1123.9,-659.02,500.37,491.78,501.33,431.17,18.291,364.66,227.26,17.151,-87.139,247.38,535.98,-427.15
476.09,474.96,477.99,484.94,217.68,246.17,264.63,88.27,-2.1259,574.37,1093.7,-636.31,501.55,492.36,501.32,430.46,20.357,364.62,230.59,1.6436,-92.859,218.16,702.4,-392.46
473.04,472.92,483.62,485.29,217.53,246.33,255.65,96.514,-9.3646,639.19,1055.4,-625.96,502.64,492.92,501.31,429.66,23.63,364.54,230,-5.1726,-101.79,207.31,817.18,-328.11
470.01,470.74,488.64,485.61,217.39,246.48,246.04,104.16,-16.351,776.72,1024.1,-629.13,503.64,493.46,501.31,428.8,28.237,364.4,224.65,-2.7786,-112.59,215.17,874.41,-247.19
467.04,468.43,493.02,485.89,217.24,246.63,239.46,110.25,-21.788,990.98,1013.3,-645.95,504.54,493.96,501.31,427.86,34.295,364.19,216.63,7.4856,-123.12,244.5,878.32,-167.82
464.14,465.99,496.75,486.12,217.08,246.75,239.25,114.53,-24.839,1276.2,1033.7,-675.96,505.34,494.43,501.32,426.86,41.901,363.92,210.21,23.026,-130.88,302.84,842.69,-112.23
461.35,463.42,499.82,486.31,216.92,246.87,247.41,117.06,-25.198,1617.7,1092.9,-718.41,506.04,494.87,501.34,425.8,51.133,363.58,210.12,40.606,-133.45,404.03,789.07,-105.07
458.67,460.74,502.24,486.46,216.75,246.96,263.65,117.89,-22.946,1993.6,1195,-772.03,506.62,495.26,501.36,424.7,62.044,363.15,219.45,56.858,-129.01,567.75,743.83,-170.42
456.14,457.95,504,486.56,216.55,247.05,284.86,116.86,-18.295,2377.7,1341.4,-834.7,507.09,495.6,501.38,423.57,74.661,362.64,238.02,68.739,-116.78,816.71,734.32,-327.77
453.78,455.07,505.11,486.62,216.34,247.11,305.46,113.88,-11.37,2743.3,1531.1,-902.88,507.44,495.9,501.41,422.41,88.98,362.05,261.96,73.975,-97.613,1171.6,784.38,-587.44
451.59,452.12,505.59,486.63,216.11,247.16,318.76,109.31,-2.2148,3066.9,1760.9,-971.06,507.67,496.14,501.45,421.25,104.97,361.37,284.57,71.492,-74.359,1644.7,910.08,-946.42
449.6,449.12,505.46,486.6,215.84,247.19,319.15,104.29,8.9231,3332.1,2025.7,-1031.5,507.78,496.34,501.49,420.09,122.56,360.61,298.36,61.681,-51.795,2233.4,1116.1,-1385.7
447.82,446.08,504.72,486.54,215.55,247.21,304.58,100.51,21.199,3532.6,2318,-1074.2,507.77,496.48,501.53,418.94,141.65,359.75,297.58,46.364,-35.793,2916,1393.9,-1870.5
446.25,443.03,503.41,486.45,215.22,247.21,278.05,99.398,33.004,3672.4,2626.5,-1088,507.64,496.57,501.57,417.82,162.13,358.82,280.29,28.364,-31.821,3650,1721.4,-2353.2
444.91,440,501.55,486.32,214.86,247.2,247.21,100.97,42.293,3765.2,2936.3,-1061.7,507.39,496.62,501.62,416.75,183.82,357.81,249.26,10.774,-43.174,4375.5,2065.6,-2779.8
443.8,437.02,499.16,486.17,214.45,247.18,221.89,103.1,47.358,3830,3228.4,-987.06,507.03,496.62,501.67,415.73,206.55,356.73,211.23,-3.8375,-69.627,5022.4,2387.3,-3098.2
442.92,434.11,496.28,486,214.01,247.14,210.24,101.93,47.617,3885.9,3480.6,-861.23,506.57,496.57,501.72,414.78,230.1,355.59,174.87,-14.019,-107.09,5521.5,2646.2,-3266.6
442.27,431.29,492.93,485.82,213.53,247.1,215.49,93.598,43.847,3946.1,3669.7,-689.19,506,496.49,501.77,413.9,254.25,354.38,148.18,-19.607,-148.52,5816,2808.4,-3261
441.84,428.61,489.13,485.63,213.01,247.05,234.51,76.608,37.587,4012.6,3773.8,-484.55,505.35,496.38,501.81,413.11,278.76,353.13,136.18,-21.417,-185.84,5872.6,2851.7,-3078.6
441.65,426.08,484.93,485.43,212.45,246.99,259.21,53.372,30.044,4074,3775.7,-268.43,504.61,496.23,501.86,412.42,303.35,351.85,139.73,-20.615,-212.18,5689,2769.4,-2738.6
441.67,423.74,480.34,485.23,211.85,246.93,279.89,29.83,21.275,4105.9,3665.5,-66.087,503.8,496.06,501.91,411.82,327.78,350.53,155.69,-18.046,-223.78,5295,2572.3,-2277.8
441.9,421.6,475.4,485.04,211.21,246.87,289.02,13.028,10.295,4076.3,3443.2,97.919,502.94,495.87,501.96,411.33,351.76,349.19,178.27,-13.876,-220.7,4748.5,2286.3,-1744.7
442.33,419.68,470.14,484.86,210.54,246.82,283.88,7.9333,-3.9349,3953.3,3119.5,204.93,502.03,495.67,502,410.94,375.03,347.84,201.04,-7.691,-206.33,4126.1,1948.9,-1191.6
442.95,418.01,464.58,484.69,209.84,246.76,267.08,15.284,-21.309,3714.7,2715.6,246.26,501.09,495.46,502.04,410.66,397.35,346.5,218.89,1.0249,-185.84,3510.7,1602.6,-667.13
443.75,416.61,458.77,484.54,209.12,246.71,245.11,31.641,-40.072,3356.5,2260.9,225.19,500.14,495.25,502.08,410.49,418.45,345.17,229.34,12.319,-164.26,2978.1,1288.4,-210.28
444.71,415.48,452.71,484.41,208.37,246.67,225.59,51.46,-57.392,2897.3,1789.9,156.26,499.19,495.05,502.11,410.42,438.12,343.86,232.89,25.42,-145.03,2586,1039.2,153.09
445.84,414.63,446.46,484.3,207.61,246.64,214.57,69.812,-70.695,2378.5,1337.9,62.191,498.25,494.85,502.14,410.45,456.15,342.59,232.23,38.786,-129.48,2365.8,875.08,411.29
447.11,414.07,440.04,484.21,206.84,246.61,214.76,84.242,-78.937,1858.1,936.73,-30.973,497.35,494.66,502.17,410.58,472.36,341.36,230.83,50.552,-117.24,2319.9,800.05,565.42
448.51,413.81,433.48,484.14,206.06,246.6,225.29,94.942,-83.013,1400.2,610.02,-99.355,496.5,494.49,502.19,410.79,486.58,340.18,231.34,59.129,-107.33,2421.8,802.15,626.32
450.03,413.83,426.81,484.1,205.28,246.61,242.62,103.55,-85.072,1061.7,370.43,-126.31,495.71,494.34,502.21,411.08,498.7,339.06,234.48,63.676,-99.184,2622.1,855.51,611.07
451.66,414.14,420.08,484.08,204.5,246.62,262.25,111.53,-87.182,879.45,217.98,-106,494.99,494.22,502.22,411.44,508.62,338.01,238.88,64.23,-93.274,2856.3,924.91,539.68
453.4,414.72,413.32,484.08,203.73,246.65,280.29,119.09,-90.232,861.48,140.44,-44.632,494.37,494.11,502.23,411.87,516.29,337.03,241.83,61.526,-90.945,3054.7,971.94,432.78
455.22,415.56,406.55,484.11,202.98,246.7,294.37,125.18,-93.736,983.64,115.77,40.768,493.85,494.03,502.24,412.34,521.66,336.14,240.55,56.694,-93.716,3154,962.01,310.16
457.13,416.65,399.83,484.15,202.25,246.76,303.63,128.43,-96.56,1193.9,116.21,126.11,493.43,493.98,502.24,412.85,524.76,335.35,233.48,51.012,-102.41,3106.5,870.91,190.24
459.1,417.97,393.18,484.21,201.54,246.83,308.01,128.39,-98.001,1422.7,113.49,185.61,493.14,493.95,502.24,413.39,525.61,334.64,220.96,45.741,-116.53,2888.6,689.76,89.789
461.14,419.5,386.65,484.29,200.86,246.91,307.35,126.24,-98.386,1598.2,84.115,197.68,492.97,493.94,502.23,413.95,524.28,334.04,205.14,41.969,-134.13,2505.4,427.29,23.481
463.23,421.21,380.27,484.38,200.21,247.01,300.95,124.55,-98.812,1661.3,13.86,150.16,492.93,493.96,502.23,414.51,520.87,333.55,189.15,40.353,-152.22,1990.4,108.76,3.2379
465.36,423.08,374.08,484.48,199.59,247.12,287.87,126.11,-100.23,1579,-99.699,43.545,493.01,494,502.22,415.07,515.49,333.17,176.2,40.811,-167.37,1400.9,-228.59,37.178
467.53,425.09,368.11,484.58,199.01,247.23,267.77,132.44,-102.54,1351.7,-247.11,-108.64,493.22,494.05,502.2,415.62,508.31,332.89,168.81,42.345,-176.48,809.24,-542.64,128.52
469.73,427.21,362.39,484.69,198.47,247.35,241.86,142.79,-104.41,1012.5,-409.68,-282.35,493.56,494.13,502.19,416.14,499.47,332.74,168.35,43.232,-177.48,290.08,-794.76,274.7
471.94,429.41,356.96,484.8,197.96,247.48,213.39,154.13,-103.9,619.37,-564.34,-448.07,494.01,494.21,502.17,416.63,489.17,332.7,175.04,41.661,-169.82,-92.547,-957.53,467.02
474.17,431.67,351.83,484.91,197.5,247.61,187.3,162.05,-99.644,241.93,-689.6,-577.08,494.57,494.31,502.16,417.09,477.59,332.78,187.99,36.609,-154.92,-296.92,-1020.1,691.02
476.4,433.97,347.04,485.02,197.07,247.74,169.04,162.36,-91.914,-55.176,-771.07,-647.45,495.22,494.41,502.14,417.49,464.95,332.98,205.23,28.533,-136,-311.03,-989.83,927.74
478.61,436.27,342.59,485.12,196.68,247.87,163.04,152.73,-82.886,-227.06,-805.22,-648.4,495.94,494.52,502.12,417.85,451.46,333.29,223.86,19.454,-117.55,-154.21,-889.95,1155.9
480.81,438.57,338.5,485.22,196.34,247.99,171.18,133.71,-75.973,-258.58,-800.09,-581.89,496.73,494.62,502.1,418.16,437.32,333.72,240.49,12.264,-104.07,127.48,-753.63,1354.5
482.99,440.83,334.77,485.31,196.04,248.11,191.97,108.71,-74.399,-166.97,-773.05,-461.36,497.56,494.72,502.09,418.4,422.76,334.25,251.99,9.5127,-98.734,471.04,-616.33,1506.3
485.13,443.05,331.41,485.39,195.77,248.22,220.64,82.977,-79.628,3.462,-745.82,-308.06,498.4,494.82,502.07,418.59,407.98,334.89,256.42,12.213,-102.33,809.16,-508.27,1600.2
487.22,445.2,328.41,485.46,195.55,248.32,250.46,61.875,-90.311,192.91,-738.41,-146.16,499.25,494.9,502.06,418.71,393.17,335.62,253.72,19.289,-113.04,1082.7,-448.9,1633.3
489.26,447.28,325.77,485.52,195.38,248.41,274.69,49.239,-102.27,340.9,-763.53,1.9563,500.06,494.97,502.04,418.78,378.53,336.44,245.66,27.945,-127.05,1250.3,-444.4,1611.1
491.24,449.27,323.46,485.57,195.24,248.49,288.65,46.377,-109.68,400.39,-823.05,119.12,500.81,495.03,502.03,418.79,364.23,337.34,235.09,34.809,-139.88,1293.5,-488.43,1546.4
493.14,451.17,321.46,485.61,195.15,248.56,290.97,52.041,-107.17,347.84,-907.59,195,501.48,495.07,502.02,418.74,350.43,338.3,224.74,37.275,-147.81,1216.1,-565.35,1456.4
494.97,452.98,319.74,485.65,195.1,248.61,283.71,63.234,-92.033,187.05,-999.27,226.06,502.03,495.09,502.02,418.64,337.27,339.32,216.26,34.431,-148.94,1040.8,-654.7,1359.6
496.71,454.7,318.28,485.67,195.09,248.65,271.28,76.403,-65.783,-53.54,-1076.7,214.47,502.45,495.09,502.01,418.5,324.86,340.39,209.93,27.19,-143.5,801.32,-735.65,1271.8
498.35,456.33,317.04,485.69,195.14,248.66,258.78,88.536,-34,-328.91,-1121.1,166.71,502.7,495.06,502.01,418.31,313.32,341.47,205.07,17.703,-133.35,535.03,-790.8,1203.7
499.9,457.87,315.98,485.7,195.22,248.67,250.4,97.741,-4.5388,-588.53,-1121.2,92.342,502.77,495.02,502.02,418.09,302.72,342.57,200.9,8.4686,-121.08,276.24,-808.55,1159.3
501.34,459.33,315.06,485.7,195.36,248.66,248.31,103.25,15.329,-787.65,-1076.2,3.0262,502.62,494.94,502.02,417.85,293.11,343.67,197.22,1.5956,-109.01,51.391,-784.47,1136.3
502.67,460.73,314.24,485.7,195.54,248.63,252.4,105.06,21.583,-896.41,-996.29,-88.506,502.24,494.84,502.03,417.58,284.54,344.74,194.56,-1.4974,-98.588,-123.26,-721.51,1127.5
503.89,462.07,313.49,485.69,195.77,248.58,260.66,103.53,14.775,-905.08,-899.33,-169.74,501.61,494.72,502.05,417.31,277.01,345.78,193.66,-0.0098346,-90.394,-241.73,-629.2,1123.1
505,463.36,312.76,485.68,196.05,248.53,269.99,99.296,-0.46704,-824.73,-806.62,-229.99,500.71,494.57,502.06,417.03,270.53,346.76,194.63,6.3947,-84.507,-306.77,-521.92,1113.4
505.99,464.62,312.01,485.66,196.38,248.45,277.25,93.382,-17.381,-683.46,-737.22,-262.09,499.55,494.4,502.08,416.76,265.08,347.68,196.51,17.542,-81.01,-327.58,-416.36,1091.4
506.87,465.86,311.23,485.64,196.76,248.37,280.09,87.397,-29.534,-519.2,-703.18,-263.59,498.1,494.19,502.1,416.51,260.6,348.52,197.43,32.45,-80.182,-317.03,-328.34,1054.1
507.64,467.08,310.37,485.62,197.18,248.27,277.5,83.45,-32.83,-370.72,-706.53,-237.14,496.38,493.97,502.13,416.29,257.05,349.27,195.58,49.026,-82.281,-289.12,-269.77,1003.9
508.3,468.32,309.42,485.59,197.65,248.16,269.94,83.659,-26.469,-268.92,-738.72,-189.78,494.39,493.72,502.16,416.1,254.36,349.91,190.32,64.137,-87.092,-256.73,-246.27,947.44
508.85,469.56,308.35,485.56,198.17,248.04,259.08,89.335,-12.774,-230.28,-782.65,-131.53,492.13,493.45,502.19,415.95,252.43,350.45,182.8,74.284,-93.581,-229.85,-256.33,894.63
509.3,470.83,307.17,485.52,198.73,247.92,247.21,100.23,3.8018,-254.27,-816.54,-73.501,489.63,493.16,502.22,415.86,251.19,350.86,175.75,76.771,-99.956,-214.52,-292,856.01
509.66,472.13,305.85,485.48,199.32,247.78,236.64,114.28,18.083,-325.01,-818.76,-26.381,486.9,492.85,502.25,415.83,250.52,351.16,172.33,70.891,-104.18,-212.68,-340.94,840.23
509.92,473.47,304.41,485.43,199.96,247.64,228.99,128.18,25.653,-416.7,-772.29,0.80511,483.97,492.52,502.29,415.86,250.34,351.33,174.77,58.504,-104.75,-222.74,-389.36,851.75
510.11,474.84,302.86,485.38,200.62,247.5,224.89,138.56,24.097,-501.09,-668.16,1.3977,480.86,492.18,502.32,415.96,250.51,351.38,183.42,43.567,-101.39,-240.92,-424.73,889.53
510.22,476.25,301.19,485.31,201.3,247.35,223.91,143.34,13.75,-554.86,-507.13,-28.358,477.63,491.83,502.35,416.13,250.95,351.32,196.5,30.628,-95.32,-262.79,-438.06,947.03
510.26,477.7,299.44,485.24,202.01,247.19,225.02,142.57,-2.3228,-565.07,-299.94,-88.742,474.29,491.46,502.39,416.38,251.53,351.15,210.71,22.902,-88.939,-284.65,-425.1,1013.6
510.24,479.18,297.63,485.16,202.73,247.04,227.27,138.35,-19.232,-531.82,-66.433,-175.89,470.9,491.09,502.42,416.71,252.15,350.87,222.2,20.836,-84.97,-304.3,-386.63,1076.8
510.16,480.7,295.76,485.07,203.47,246.89,230.24,133.85,-31.842,-467.68,166.01,-281.19,467.51,490.71,502.45,417.12,252.71,350.51,227.63,21.973,-85.481,-321.23,-327.93,1125.2
510.05,482.23,293.88,484.96,204.2,246.73,234.2,131.9,-36.523,-394.81,364.38,-391.07,464.14,490.33,502.47,417.6,253.11,350.07,224.97,22.296,-91.132,-336.28,-257.69,1150.4
509.89,483.78,292.01,484.85,204.92,246.58,239.58,133.74,-32.392,-340.28,492.26,-487.51,460.86,489.95,502.5,418.15,253.26,349.57,214.18,18.488,-100.98,-351.26,-186.41,1149.1
509.71,485.33,290.17,484.72,205.64,246.43,246.27,138.43,-21.53,-330.78,512.75,-549.55,457.71,489.58,502.52,418.77,253.08,349.02,197.4,10.01,-112.85,-368.8,-124.58,1122.9
509.5,486.87,288.39,484.58,206.33,246.28,252.91,143.14,-8.074,-387.32,392.43,-555.71,454.73,489.21,502.53,419.46,252.51,348.45,178.93,-0.10795,-124.09,-392.64,-80.967,1079
509.28,488.4,286.69,484.42,207,246.14,256.98,144.26,3.4048,-520.91,106.53,-487.19,451.96,488.85,502.55,420.2,251.47,347.87,164.56,-6.2733,-132.28,-428.12,-61.221,1029.2
509.05,489.89,285.09,484.26,207.63,246,255.56,138.85,9.5184,-729.6,-355.07,-331.4,449.46,488.5,502.55,420.98,249.92,347.3,160.31,-2.8245,-135.79,-482.52,-67.321,989.4
508.82,491.34,283.61,484.08,208.22,245.86,246.71,125.94,8.9981,-997.9,-982.01,-85.267,447.25,488.17,502.55,421.81,247.83,346.75,170.56,13.072,-133.92,-564.67,-98.058,978.65
508.6,492.74,282.27,483.88,208.77,245.73,230.94,107.44,2.6269,-1298.6,-1739.4,242.33,445.36,487.85,502.55,422.66,245.16,346.25,196,39.473,-126.84,-683.57,-150.49,1017.2
508.38,494.07,281.08,483.68,209.27,245.61,211.82,88.205,-7.6669,-1597.1,-2567.1,629.59,443.82,487.56,502.54,423.52,241.91,345.82,232.21,69.665,-115.57,-846.11,-221.86,1124
508.17,495.33,280.04,483.47,209.7,245.49,195.47,75.158,-20.013,-1858,-3384.6,1043,442.66,487.28,502.53,424.39,238.07,345.45,269.7,94.279,-101.88,-1054.6,-311.03,1313.5
507.98,496.51,279.17,483.25,210.08,245.37,188.58,75.594,-33.436,-2052.2,-4100.1,1440.7,441.89,487.03,502.5,425.26,233.64,345.18,296.06,104.75,-88.107,-1304.5,-418.66,1592
507.82,497.6,278.48,483.02,210.4,245.27,195.82,94.871,-47.846,-2162.9,-4624.6,1778,441.52,486.81,502.48,426.11,228.65,345.01,299.74,96.779,-76.799,-1584.1,-545.55,1953.7
507.67,498.59,277.96,482.79,210.65,245.16,217.51,134.13,-63.158,-2189.1,-4887,2014.9,441.54,486.62,502.44,426.94,223.11,344.95,274.55,72.368,-70.104,-1874.5,-689.74,2379.1
507.55,499.48,277.63,482.55,210.84,245.07,248.78,188.82,-78.09,-2145.9,-4848,2122.6,441.96,486.45,502.41,427.72,217.08,345.01,222.97,39.532,-69.19,-2151.6,-843.4,2835
507.46,500.27,277.47,482.31,210.96,244.98,280.75,248.96,-89.545,-2059.9,-4509,2090.1,442.77,486.31,502.36,428.47,210.59,345.19,156.98,9.5791,-73.865,-2388.3,-990.95,3277.3
507.4,500.95,277.51,482.07,211.02,244.9,303.33,301.28,-93.253,-1962.1,-3913.7,1927.6,443.94,486.2,502.32,429.16,203.7,345.49,95.21,-7.0802,-82.518,-2557,-1109.8,3655.7
507.36,501.52,277.74,481.84,211.01,244.82,308.64,333.21,-85.676,-1881.2,-3142.8,1666,445.46,486.12,502.26,429.79,196.44,345.91,57.182,-4.9645,-92.421,-2633.2,-1174.2,3921.1
507.35,501.98,278.16,481.6,210.95,244.75,293.7,337.03,-66.249,-1836.7,-2301.4,1352.8,447.3,486.07,502.21,430.36,188.9,346.46,56.352,14.334,-100.34,-2598.4,-1160.6,4033.1
